"2339013","-106.10198406","40.07115063","121",""," ","","Sumner","Avenue"," "," "," ","121 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339014","-106.10174615","40.07114791","117",""," ","","Sumner","Avenue"," "," "," ","117 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339015","-106.10147948","40.07114317","115",""," ","","Sumner","Avenue"," "," "," ","115 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339016","-106.10117217","40.07113588","211",""," ","","Moffat","Avenue"," "," "," ","211 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339017","-106.09593008","40.07113557","505",""," ","","Sumner","Avenue"," "," "," ","505 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339018","-106.09323032","40.07113172","605",""," ","","Sumner","Avenue"," "," "," ","605 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339019","-106.09287311","40.07113117","609",""," ","","Sumner","Avenue"," "," "," ","609 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339020","-106.10386205","40.07109133","717",""," ","","Maple","Street"," "," "," ","717 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339021","-106.10453621","40.07070022","320",""," ","","Sumner","Avenue"," "," "," ","320 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339022","-106.10369505","40.07068397","803",""," ","","Maple","Street"," "," "," ","803 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339023","-106.10326817","40.07067655","804",""," ","","Maple","Street"," "," "," ","804 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339024","-106.0846912","40.06831378","982",""," ","","County Road 55",""," "," "," ","982 County Road 55 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339025","-106.10299593","40.07067093","212",""," ","","Sumner","Avenue"," "," "," ","212 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339026","-106.1026598","40.07066664","206",""," ","","Sumner","Avenue"," "," "," ","206 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339027","-106.10238668","40.07065925","803",""," ","","Hemlock","Street"," "," "," ","803 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339028","-106.10197077","40.07065336","800",""," ","","Hemlock","Street"," "," "," ","800 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339029","-106.10173233","40.07064854","118",""," ","","Sumner","Avenue"," "," "," ","118 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339030","-106.10142262","40.07064306","114",""," ","","Sumner","Avenue"," "," "," ","114 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339031","-106.1011158","40.07063745","102",""," ","","Sumner","Avenue"," "," "," ","102 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339032","-106.10000046","40.0704697","120","","East","","Sumner","Avenue"," "," "," ","120 East Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339033","-106.09211495","40.07062222","680",""," ","","Sumner","Avenue"," "," "," ","680 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339034","-106.10434196","40.07030487","817",""," ","","Maple","Street"," "," "," ","817 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339035","-106.10378226","40.07029623","813",""," ","","Maple","Street"," "," "," ","813 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339036","-106.10269327","40.07027967","203",""," ","","Ridgeway","Avenue"," "," "," ","203 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339037","-106.10198031","40.07026886","121",""," ","","Ridgeway","Avenue"," "," "," ","121 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339038","-106.09278581","40.07023618","637",""," ","","Ridgeway","Avenue"," "," "," ","637 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339039","-106.10372008","40.06979847","304",""," ","","Ridgeway","Avenue"," "," "," ","304 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339040","-106.10293911","40.06978636","218",""," ","","Ridgeway","Avenue"," "," "," ","218 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339041","-106.10267051","40.06978141","208",""," ","","Ridgeway","Avenue"," "," "," ","208 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339042","-106.10240516","40.06977907","903",""," ","","Hemlock","Street"," "," "," ","903 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339043","-106.10190697","40.06976986","124",""," ","","Ridgeway","Avenue"," "," "," ","124 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339044","-106.10162599","40.06976715","109",""," ","","Roosevelt","Avenue"," "," "," ","109 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339045","-106.10048598","40.06974442","900","","ST","","First","Street"," "," "," ","900 ST First Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339046","-106.10123252","40.06975995","106",""," ","","Ridgeway","Avenue"," "," "," ","106 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339047","-106.09970838","40.06977881","139",""," ","","Ridgeway","Avenue"," "," "," ","139 Ridgeway Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339048","-106.09995288","40.06944015","117",""," ","","Roosevelt","Avenue"," "," "," ","117 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339049","-106.1031709","40.06940916","912",""," ","","Maple","Street"," "," "," ","912 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339050","-106.10271558","40.06940131","207",""," ","","Roosevelt","Avenue"," "," "," ","207 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339051","-106.1024943","40.06939455","915",""," ","","Hemlock","Street"," "," "," ","915 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339052","-106.10190252","40.0693873","123",""," ","","Roosevelt","Avenue"," "," "," ","123 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339053","-106.10166079","40.06938492","117",""," ","","Roosevelt","Avenue"," "," "," ","117 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339054","-106.1014817","40.06938217","115",""," ","","Roosevelt","Avenue"," "," "," ","115 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339055","-106.10047715","40.06937601","109","","East","","Roosevelt","Avenue"," "," "," ","109 East Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339056","-106.10113273","40.06937498","101",""," ","","Roosevelt","Avenue"," "," "," ","101 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339057","-106.10243975","40.06889932","204",""," ","","Roosevelt","Avenue"," "," "," ","204 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339058","-106.10193884","40.06889009","124",""," ","","Roosevelt","Avenue"," "," "," ","124 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339059","-106.10111844","40.06887734","106",""," ","","Roosevelt","Avenue"," "," "," ","106 Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339060","-106.10070715","40.06883406","110","","East","","Roosevelt","Avenue"," "," "," ","110 East Roosevelt Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339061","-106.09811293","40.06854837","342",""," ","","County Road 559",""," "," "," ","342 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339062","-106.10080666","40.06742375","620",""," ","","County Road 559",""," "," "," ","620 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339063","-106.10804873","40.06249419","1201",""," ","","County Road 559",""," "," "," ","1201 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339064","-106.10019442","40.06732916","597",""," ","","County Road 559",""," "," "," ","597 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339065","-106.09922867","40.06717865","529",""," ","","County Road 559",""," "," "," ","529 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339066","-106.10068979","40.06701938","608",""," ","","County Road 559",""," "," "," ","608 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339067","-106.1004684","40.06698411","586",""," ","","County Road 559",""," "," "," ","586 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339068","-106.10203644","40.06691826","826",""," ","","County Road 559",""," "," "," ","826 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339069","-106.10010465","40.06677805","566",""," ","","County Road 559",""," "," "," ","566 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339070","-106.10170473","40.06701936","826",""," ","","County Road 559",""," "," "," ","826 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339071","-106.0995035","40.06683477","558",""," ","","County Road 559",""," "," "," ","558 County Road 559 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339072","-106.17702288","40.05908274","21",""," ","","County Road 3091",""," "," "," ","21 County Road 3091 ","PARSHALL","80468","Grand"
"2339073","-106.17273945","40.05606288","403",""," ","","County Road 20",""," "," "," ","403 County Road 20 ","PARSHALL","80468","Grand"
"2339074","-106.17625726","40.05879284","65",""," ","","County Road 3091",""," "," "," ","65 County Road 3091 ","PARSHALL","80468","Grand"
"2339075","-106.17688952","40.058104","26",""," ","","County Road 3091",""," "," "," ","26 County Road 3091 ","PARSHALL","80468","Grand"
"2339076","-106.17570077","40.05816508","146",""," ","","1St","Street"," "," "," ","146 1St Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339077","-106.17285502","40.05737048","403",""," ","","County Road 20",""," "," "," ","403 County Road 20 ","PARSHALL","80468","Grand"
"2339078","-106.17561238","40.05792063","144",""," ","","Grand","Avenue"," "," "," ","144 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339079","-106.1762619","40.05791577","103",""," ","","Grand","Avenue"," "," "," ","103 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339080","-106.17613188","40.05748994","71",""," ","","County Road 3092",""," "," "," ","71 County Road 3092 ","PARSHALL","80468","Grand"
"2339081","-106.17554155","40.05768754","134",""," ","","Grand","Avenue"," "," "," ","134 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339082","-106.17656619","40.05743185","11",""," ","","County Road 3092",""," "," "," ","11 County Road 3092 ","PARSHALL","80468","Grand"
"2339083","-106.17547147","40.05745724","157",""," ","","County Road 3092",""," "," "," ","157 County Road 3092 ","PARSHALL","80468","Grand"
"2339084","-106.17709861","40.05681819","199",""," ","","County Road 309",""," "," "," ","199 County Road 309 ","PARSHALL","80468","Grand"
"2339085","-106.1763119","40.05680367","202",""," ","","County Road 309",""," "," "," ","202 County Road 309 ","PARSHALL","80468","Grand"
"2339086","-106.1759175","40.0567782","233",""," ","","Grand","Avenue"," "," "," ","233 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339087","-106.17524067","40.05667758","314",""," ","","Grand","Avenue"," "," "," ","314 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339088","-106.17585591","40.05657347","251",""," ","","Grand","Avenue"," "," "," ","251 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339089","-106.17684843","40.05634078","279",""," ","","County Road 309",""," "," "," ","279 County Road 309 ","PARSHALL","80468","Grand"
"2339090","-106.1759177","40.05635989","318",""," ","","County Road 309",""," "," "," ","318 County Road 309 ","PARSHALL","80468","Grand"
"2339091","-106.17669498","40.0560541","279",""," ","","County Road 309",""," "," "," ","279 County Road 309 ","PARSHALL","80468","Grand"
"2339092","-106.17571738","40.05593795","20",""," ","","County Road 309",""," "," "," ","20 County Road 309 ","PARSHALL","80468","Grand"
"2339093","-106.17659886","40.05586242","301",""," ","","County Road 309",""," "," "," ","301 County Road 309 ","PARSHALL","80468","Grand"
"2339094","-106.17560745","40.05566352","350",""," ","","County Road 309",""," "," "," ","350 County Road 309 ","PARSHALL","80468","Grand"
"2339095","-106.17649546","40.05567272","331",""," ","","County Road 309",""," "," "," ","331 County Road 309 ","PARSHALL","80468","Grand"
"2339096","-106.17638651","40.0550116","91",""," ","","County Road 3",""," "," "," ","91 County Road 3 ","PARSHALL","80468","Grand"
"2339097","-106.17486815","40.0554336","375",""," ","","Grand","Avenue"," "," "," ","375 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339098","-106.17547076","40.05488378","58",""," ","","4Th","Avenue"," "," "," ","58 4Th Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339099","-106.17495106","40.05250604","190",""," ","","County Road 3W",""," "," "," ","190 County Road 3W ","PARSHALL","80468","Grand"
"2339100","-106.1321526","40.04936649","346",""," ","","County Road 362",""," "," "," ","346 County Road 362 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339101","-106.17516265","40.04938764","447",""," ","","County Road 3",""," "," "," ","447 County Road 3 ","PARSHALL","80468","Grand"
"2339102","-106.17026811","40.0490196","447",""," ","","County Road 3",""," "," "," ","447 County Road 3 ","PARSHALL","80468","Grand"
"2339103","-106.17239415","40.0497571","436",""," ","","County Road 3",""," "," "," ","436 County Road 3 ","PARSHALL","80468","Grand"
"2339104","-106.12151371","40.04780829","845",""," ","","County Road 50",""," "," "," ","845 County Road 50 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339105","-106.11311604","40.02819777","2050",""," ","","County Road 50",""," "," "," ","2050 County Road 50 ","PARSHALL","80468","Grand"
"2339106","-106.11203514","40.03231249","2050",""," ","","County Road 50",""," "," "," ","2050 County Road 50 ","PARSHALL","80468","Grand"
"2339107","-106.11154926","40.03048336","2050",""," ","","County Road 50",""," "," "," ","2050 County Road 50 ","PARSHALL","80468","Grand"
"2339108","-106.10803133","40.02697143","2050",""," ","","County Road 50",""," "," "," ","2050 County Road 50 ","PARSHALL","80468","Grand"
"2339109","-106.08535394","40.02270218","4024",""," ","","County Road 50",""," "," "," ","4024 County Road 50 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339110","-106.08050695","40.01889755","4024",""," ","","County Road 50",""," "," "," ","4024 County Road 50 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339111","-106.11462429","40.00961046","4850",""," ","","County Road 36",""," "," "," ","4850 County Road 36 ","PARSHALL","80468","Grand"
"2339112","-106.13593782","40.00789644","345",""," ","","County Road 345",""," "," "," ","345 County Road 345 ","PARSHALL","80468","Grand"
"2339113","-106.17217687","40.00755938","1955",""," ","","County Road 340",""," "," "," ","1955 County Road 340 ","PARSHALL","80468","Grand"
"2339114","-106.16455907","40.00306146","1955",""," ","","County Road 340",""," "," "," ","1955 County Road 340 ","PARSHALL","80468","Grand"
"2339115","-105.95981713","40.08234741","500",""," ","","County Road 572",""," "," "," ","500 County Road 572 ","GRANBY","80446","Grand"
"2339116","-105.96413361","40.08177675","300",""," ","","County Road 572",""," "," "," ","300 County Road 572 ","GRANBY","80446","Grand"
"2339117","-105.98367673","40.06880582","410",""," ","","County Road 568",""," "," "," ","410 County Road 568 ","GRANBY","80446","Grand"
"2339118","-105.97869735","40.06941072","3224",""," ","","County Road 562",""," "," "," ","3224 County Road 562 ","GRANBY","80446","Grand"
"2339119","-105.97456804","40.0688802","359",""," ","","County Road 567",""," "," "," ","359 County Road 567 ","GRANBY","80446","Grand"
"2339120","-105.97003904","40.06873511","371",""," ","","County Road 567",""," "," "," ","371 County Road 567 ","GRANBY","80446","Grand"
"2339121","-105.96516867","40.06854749","211",""," ","","County Road 565",""," "," "," ","211 County Road 565 ","GRANBY","80446","Grand"
"2339122","-106.05683135","40.06608157","2561",""," ","","County Road 55",""," "," "," ","2561 County Road 55 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339123","-106.05226445","40.06597871","2555",""," ","","County Road 55",""," "," "," ","2555 County Road 55 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339124","-105.9790746","40.06544684","3280",""," ","","County Road 56",""," "," "," ","3280 County Road 56 ","GRANBY","80446","Grand"
"2339125","-105.96941051","40.06528487","505",""," ","","County Road 565",""," "," "," ","505 County Road 565 ","GRANBY","80446","Grand"
"2339126","-105.98822879","40.0652897","3956",""," ","","County Road 56",""," "," "," ","3956 County Road 56 ","GRANBY","80446","Grand"
"2339127","-105.97330836","40.06513917","3180",""," ","","County Road 56",""," "," "," ","3180 County Road 56 ","GRANBY","80446","Grand"
"2339128","-105.98362903","40.06524155","4800",""," ","","County Road 56",""," "," "," ","4800 County Road 56 ","GRANBY","80446","Grand"
"2339129","-105.96526999","40.06512751","433",""," ","","County Road 565",""," "," "," ","433 County Road 565 ","GRANBY","80446","Grand"
"2339130","-105.97464055","40.06250075","4851",""," ","","County Road 56",""," "," "," ","4851 County Road 56 ","GRANBY","80446","Grand"
"2339131","-106.04699611","40.06301624","2555",""," ","","County Road 55",""," "," "," ","2555 County Road 55 ","HOT SULPHUR SPRINGS","80451","Grand"
"2339132","-105.96644979","40.06296259","501",""," ","","County Road 565",""," "," "," ","501 County Road 565 ","GRANBY","80446","Grand"
"2339133","-105.96556551","40.06107076","2531",""," ","","County Road 56",""," "," "," ","2531 County Road 56 ","GRANBY","80446","Grand"
"2339134","-105.98816745","40.06171684","3354",""," ","","County Road 56",""," "," "," ","3354 County Road 56 ","GRANBY","80446","Grand"
"2339135","-105.96852236","40.06132342","2740",""," ","","County Road 56",""," "," "," ","2740 County Road 56 ","GRANBY","80446","Grand"
"2339136","-105.97127566","40.06021381","2933",""," ","","County Road 56",""," "," "," ","2933 County Road 56 ","GRANBY","80446","Grand"
