"618041","-107.8421337","38.95096659","18503"," "," ","","Currant Creek","Road"," ",""," ","18503 Currant Creek Road ","Cedaredge","","Delta"
"618042","-107.86410355","38.83539939","26950"," "," ","","North","Road"," "," "," ","26950 North Road ","Hotchkiss","","Delta"
"618043","-107.98418507","38.82076679","20303"," "," ","","Horizon West","Road"," ",""," ","20303 Horizon West Road ","Eckert","","Delta"
"618044","-108.03689581","38.74152749","1753"," "," ","","G","Road"," ",""," ","1753 G Road ","Delta","","Delta"
"618045","-107.671465","38.72965155","5238"," "," ","","3675","Road"," ",""," ","5238 3675 Road ","Crawford","","Delta"
"618046","-107.70841221","38.81938893","34636","","","","Powell Mesa","Road","","","","34636 Powell Mesa Road","Hotchkiss","","Delta"
"618047","-107.89156631","38.8805777","15586"," "," ","","2525","Road"," ",""," ","15586 2525 Road ","Cedaredge","","Delta"
"618048","-107.93681674","38.90085572","1230"," ","West","","Main","Street"," "," "," ","1230 West Main Street ","Cedaredge","","Delta"
"618049","-107.65126581","38.83875581","12657"," "," ","","3790","Road"," "," "," ","12657 3790 Road ","Paonia","","Delta"
"618050","-107.95489492","38.83418196","21868"," "," ","","Myers","Road"," "," "," ","21868 Myers Road ","Eckert","","Delta"
"618051","-107.71156646","38.79766844","184"," ","South","","7Th","Street"," ",""," ","184 South 7Th Street ","Hotchkiss","","Delta"
"618052","-107.71156339","38.79758742","186"," ","South","","7Th","Street"," ",""," ","186 South 7Th Street ","Hotchkiss","","Delta"
"618053","-107.71156255","38.7975241","188"," ","South","","7Th","Street"," ",""," ","188 South 7Th Street ","Hotchkiss","","Delta"
"618054","-108.04659979","38.74756841","1445"," "," ","","Porter","Court"," ",""," ","1445 Porter Court ","Delta","","Delta"
"618055","-107.98123386","38.94673193","20184"," "," ","","High Park","Road"," ",""," ","20184 High Park Road ","Cedaredge","","Delta"
"618056","-108.04998068","38.69685302","2815"," "," ","","Big Spring Ranch","Road"," ",""," ","2815 Big Spring Ranch Road ","Delta","","Delta"
"618057","-108.04804633","38.69596024","2711"," "," ","","Big Spring Ranch","Road"," ",""," ","2711 Big Spring Ranch Road ","Delta","","Delta"
"618058","-107.62573597","38.67795571","78212"," "," ","","Basalt","Road"," "," "," ","78212 Basalt Road ","Crawford","","Delta"
"618059","-107.62629394","38.67893545","78209"," "," ","","Basalt","Road"," "," "," ","78209 Basalt Road ","Crawford","","Delta"
"618060","-107.88811459","38.86810205","15295"," "," ","","Peach","Road"," "," "," ","15295 Peach Road ","Cedaredge","","Delta"
